data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
24 de maio de 2024;Custo benefício ok para quem quer economizar e ter uma estadia razoável.;Localização é ótima e os funcionários são super simpáticos e prestativos. Quarto (o meu foi triplo) com um espaço bom. Café da manhã era ok também, não era ruim, mas também não era o melhor dos mundos – atende a necessidade do valor ofertado.;Acústica é péssima. De domingo pra segunda, umas hóspedes chegaram cerca de 3h30 da manhã fazendo barulho (conversando e som ligado) dentro do quarto e acordou todas do meu quarto. Sendo que acordaríamos 5h30 da manhã para pegar 3h de estrada. O barulho estava tão alto que pensei que elas estavam no corredor, mas elas estavam dentro do quarto normal (se a acústica fosse boa não teria dado pra ouvir). No dia anterior também ouvimos toda a movimentação do lado de fora (porta batendo, pessoas conversando, etc.).;7;;;;;;;;
23 de maio de 2024;Bom;;Quarto que fiquei tinha uma escada e embaixo nenhum móvel na sala;7;;;;;;;;
21 de maio de 2024;BOA LOCALIZAÇÃO;LOCALIZAÇÃO;CHEIRO DE MOFO;6;;;;;;;;
20 de maio de 2024;Muito bom;hospedagem;limpeza;8;;;;;;;;
19 de maio de 2024;Satisfatório;Localização boa com locais perto para refeições, relativamente próximo do shopping Recife.;;;;;;;;;;
"Café da manhã bom e funcionários solícitos""";Claramente muito antigos os cômodos e móveis, além da estrutura do banheiro extremamente simples.;;;;;;;;;;;
Mas o incômodo foi com o produto usado para limpar o chão; que o deixou bem pegajoso; além de aparecer insetos pequenos; parecidos baratinhas;" tanto no quarto quanto no banheiro.""";6;;;;;;;
19 de maio de 2024;Foi conveniente. Mas não voltaria.;Do café da manhã.;Não foi oferecido shampoo como cortesia.;;;;;;;;;
O wifi foi péssimo não consegui me comunicar.;;;;;;;;;;;;
Recebi toalhas rasgadas. Pedi pra trocar e continuo sendo rasgada. Acabei pegando a menos rasgada.;;;;;;;;;;;;
"A chave do quarto perdeu a carga todos os dias.""";6;;;;;;;;;;;
18 de maio de 2024;Muito bom;O café da manhã é ótimo!;;;;;;;;;;
Os funcionários foram agradáveis!;;;;;;;;;;;;
A localização é ótima! Perto da praia;" do shopping.""";Achei as camas muito desconfortáveis;;;;;;;;;;
"Os móveis do quarto um pouco velhos""";8;;;;;;;;;;;
15 de maio de 2024;Muito bom;Localização;Cafe manha;8;;;;;;;;
14 de maio de 2024;Muito confortável.;Bom atendimento. Bom café da manhã.;Não tenho cartão de crédito. Seria bom que existisse a forma de reserva com boleto.;8;;;;;;;;
9 de maio de 2024;Valor acessível. Atendeu minhas expectativas!;Boa localização!;;8;;;;;;;;
8 de maio de 2024;RAZOÁVEL;Café da manhã, embora básico, muito fraco. Hotel em decadência. Atendimento impessoal, pessoal da EQUIPE muito apático e sem nenhuma simpatia. Todos de caras feias.;O atendimento, o estacionamento, a limpeza, dar um upgrade no visual.;7;;;;;;;;
6 de maio de 2024;Muito bom;Custo benefício ótimo quarto bom tudo bom;;8;;;;;;;;
5 de maio de 2024;Muito bom;Localização, bom atendimento, café satisfatório.;;8;;;;;;;;
5 de maio de 2024;Muito bom;Hotel simples mas cumpre o objetivo pra uma jornada curta.;Falta edredon nos quartos.;8;;;;;;;;
4 de maio de 2024;Satisfatório;A localização é ótima, próximo ao Aeroporto, esse era meu objetivo.;Não tem garagem, cobram para estacionar.;6;;;;;;;;
3 de maio de 2024;Ótima localização e custo benefício;A localização é muito boa, funcionários muito atenciosos e solícitos, café da manhã simples e completo, bem regional, com opções de cuscuz, ovos, salsicha, frutas, paes, bolos e até pudim. Café, leite, iogurte, sucos e cereais.;Cama da acomodação, falta um suporte em um dos lados, deixando a cama torta quando se deita de um lado, portanto, gera um certo desconforto, por ter que ficar observando o lado da cama que se deita.;7;;;;;;;;
2 de maio de 2024;Satisfatório;Localização;Colchões da cama parecia que não existia,, senti todos os lastros da cama, saí com as costas doendo;6;;;;;;;;
1º de maio de 2024;bom custo beneficio;atendimento e localizacao;banheiro vazava agua ao usar chuveiro;8;;;;;;;;
30 de abril de 2024;Lugar bom pelo custo beneficio;Café da manhã, instalação, localização e atendimento!;Do colchão que não era de casal, era dois de solteiro juntos, aí não ficava legal no meio!;8;;;;;;;;
30 de abril de 2024;Bom;;Quarto escuro;7;;;;;;;;
29 de abril de 2024;Razoável;Do ambiente;Interfone quebrado, tomada do quarto quebrada com a fiação exposta causando risco de choque elétrico no quarto 105 que eu estava hospedado, TV sem funcionar nenhum canal, apenas pegando Netflix! No café da manhã, o café estava frio! Devido a esses problemas no meu quarto 105 procurei a recepção pra resolver o problema e nada foi feito!;7;;;;;;;;
28 de abril de 2024;Muito bom;Do café da manhã;Da parte de estacionamento;8;;;;;;;;
27 de abril de 2024;Hotel com um bom preço e localização;Hotel com uma boa localização, 5 minutos de caminhada você esta na praia. ë bem próximo ao aeroporto também.. Tem restaurantes, padaria, farmácia, supermercado muito próximos. O quarto possui uma boa cama, ar condicionado bom e tv smart. O banheiro tem um bom chuveiro. O Café da manha me surpreendeu, possui bastante opção de alimentos e bebidas. A equipe é atenciosa. Tem um preço muito bom para o que a acomodação oferece.;;8;;;;;;;;
27 de abril de 2024;Bom;Excelente localização.;;;;;;;;;;
"O café da manhã é bom.""";O banheiro é péssimo.;;;;;;;;;;;
Sem infraestrutura. ;;;;;;;;;;;;
Aspecto de sujo.;;;;;;;;;;;;
Paredes encardidas.;;;;;;;;;;;;
"Horrível!""";7;;;;;;;;;;;
26 de abril de 2024;Boa;;A cama de casal eram dois colchões de solteiro juntos, essa é a única reclamação;8;;;;;;;;
25 de abril de 2024;Muito bom;A localização do hotel é excelente. Pertinho da praia , shopping , restaurantes e supermercados.;;8;;;;;;;;
23 de abril de 2024;Melhoria na questão do estacionamento;Alimentação e limpeza;O estacionamento já estava lotado, precisei me deslocar na chuva até conseguir um novo estacionamento. O fato de não possuir adaptações para pcd;8;;;;;;;;
22 de abril de 2024;Confortável, prática, valor excelente.;Valor acessível para quem precisa se hospedar com frequência como eu. Bom café da manhã. Tudo limpo.;O estacionamento é muito apertado, mas é melhor do que não ter.;8;;;;;;;;
22 de abril de 2024;Satisfatório;Os funcionários são simpáticos e o café da manhã é bom.;Os quartos (pelo menos o que fiquei) precisam de uma atualização. Várias coisas velhas, teto manchado de mofo, armário sem o varão e cabides para pendurar roupas.. As coisas são tão velhas que não consegui identificar se estava sujo ou só velho. E as camas são muito moles.;6;;;;;;;;
21 de abril de 2024;Ok para viagem a trabalho.;Atendimento;Quarto um pouco velho, banheiro sem manutenção (torneira estragada, pingando água continuamente).;7;;;;;;;;
21 de abril de 2024;Teve os prós e os contras resumindo, foi legal;Tv banheiros;Lençóis (cobertas );7;;;;;;;;
20 de abril de 2024;Bom;Localização;;7;;;;;;;;
17 de abril de 2024;Custo benefício ok;Localização e ótimo, próxima ao Bugan;Precisa melhorar as roupas de cama e caprichar mais na limpeza. O café da manhã precisa melhorar muito.;6;;;;;;;;
17 de abril de 2024;Tenho me hospedado na rede Andrade a 03 meses em datas diferentes, porém gostei mais da equipe do Onda Mar, educados e s;Já me hospedei nos dois hotéis aqui em Boa Viagem da rede Andrade. Vela branca café da manhã melhor, Onda Mar atendimento de funcionários melhor;No vela branca atendimento na recepção, mais os demais funcionários estão de parabéns inclusive os da limpeza.;7;;;;;;;;
17 de abril de 2024;Minha estadia foi boa;O hotel é bem localizado, os funcionários são educados e o café da manhã era bom. O quarto estava limpo e era confortável.;O quarto parecia ser antigo, então seria interessante modernizar os móveis. Mas não foi nada que comprometeu a minha estadia no local.;7;;;;;;;;
16 de abril de 2024;Foi muito boa enquanto durou !;O café da manhâ foi e primeira qualidade e possuia o que eu gostava !!!!;A mobilia da Recepcão deixou a desejar;7;;;;;;;;
15 de abril de 2024;Bom;Limpeza, organização dos quartos, cama confortável e colchão novo. Localização excelente (próximo d tudo q precisamos). Ar condicionado bom e café d manhã razoável.;Vazamento n banheiro (pia e descarga) banheiro fica molhado tempo todo;7;;;;;;;;
14 de abril de 2024;Ficamos satisfeitos mesmo com as falhas apontadas.;O café bem completo;As roupas de cama pareciam não ter sido trocadas. O outro quarto reservado não era bom. Tinha cheiro de mofo. Precisou ser trocado no 2° dia.;7;;;;;;;;
14 de abril de 2024;Boa;Localização;Ar condicionado, não tava esfriando bem;8;;;;;;;;
14 de abril de 2024;Muito bom;;Achei o quarto pequeno e as comidas do café da manhã sem tempero;8;;;;;;;;
13 de abril de 2024;Bom;;Banheiro sujo, toalhas manchadas, sem secador nos quartos e porta com problema para trancar. Algumas portas ja possuem abertura por cartao eletronico, outras sao chaves comuns, igual ao meu.;7;;;;;;;;
13 de abril de 2024;Ótima localização;Gostei do conforto e a localização, é muito bem localizado.;Não tem piscina;8;;;;;;;;
12 de abril de 2024;Sem imprevistos;Localização e atendimento;Organização do prédio;7;;;;;;;;
9 de abril de 2024;Excelente ambiente, localização e custo benefício.;O conforto do quarto;Gostei de tudo;8;;;;;;;;
8 de abril de 2024;Muito bom;Localização, acomodação;Hotel um pouco antigo, elevador precisando de uma modernidade.;8;;;;;;;;
7 de abril de 2024;Uma decepção total;Localização e funcionários;Quarto apertado, café da manhã sem muitas opções, banheiro sem Box, garagem com muitos entulhos, elevador sem funcionar, etc;6;;;;;;;;
6 de abril de 2024;Boa;LOCALIZAÇÃO BOA.;;8;;;;;;;;
6 de abril de 2024;O hotel é custo benefício. Ótimo preço. Se for muito exigente não vá. Se não for, pode ir sem medo!;Localização é o ponto forte. Bem próximo da praia, mercado e MEC do lado. Opções de restaurantes. A pracinha de boa viagem, também está logo ali, com muitas opções. Café da manhã no geral é bom. Funcionários super bem prestativos. Wifi também não deixa a desejar. Para quem quer apenas dormir e passear é uma excelente opção, agora quer curtir hotel? escolha outro, pois esse não tem nem piscina. No geral gostamos dele. Atendeu o que precisávamos.;No meu quarto, a única coisa que não gostei foi a Cama!! No anúncio diz que é de casal, mas na verdade são dois colchões de solteiro, isso me decepciona. Ainda assim dormimos bem.;7;;;;;;;;
5 de abril de 2024;Muito bom;Custo benefício;;8;;;;;;;;
4 de abril de 2024;Satisfatório;Localização boa , café da manhã razoável poderiam colocar sucos naturais e não artificiais, acomodação simples porém tudo limpinho.;Café da manhã razoável e com demora na reposição.;6;;;;;;;;
3 de abril de 2024;Satisfatório;O café da manhã era bom.;;;;;;;;;;
Só gostei do café da manhã mesmo.;;;;;;;;;;;;
"O hall de entrada é espaçoso.""";O ar condicionado era velho e escorria água, bem como estava remendado com silver tape.;;;;;;;;;;;
As fronhas dos travesseiros estavam manchadas; indicando que já são usadas a um bom tempo ou que não foram tão bem limpas.;;;;;;;;;;;
;;;;;;;;;;;;
Deveriam ser mais explícitos que cobram R$25;"00 por dia de estacionamento.""";6;;;;;;;;;;
31 de março de 2024;Bom;Atendimento;Estrutura;7;;;;;;;;
31 de março de 2024;2 camas de solteiro juntas para simular uma de casal;Café da manhã;Pagar diária de estacionamento.Um absurdo!!! O estacionamento é do hotel e eles querer 25 reais por dia ...achei abusivo e já não pretendo voltar me hospedar lá .;7;;;;;;;;
29 de março de 2024;Melhorias urgentes;Localização do hotel muito boa.;Café da manhã deixou a desejar, sucos industrializados.;;;;;;;;;
Poucas opções de frutas.;;;;;;;;;;;;
Solicitei cama de casal;" recebi apartamento com duas camas de solteiro.(Esqueci de fazer fotos do quarto)""";7;;;;;;;;;;
29 de março de 2024;Bom;Localização;Cafe da manha;7;;;;;;;;
28 de março de 2024;razoável;cafe bom e localização excelente;a questão do estacionamento, tive pagar um estacionamento privado;8;;;;;;;;
27 de março de 2024;RECOMENDO , LOCALIZACAO BOA PROXIMO DA PRAIA ,TRANSPORTE FACIL PRA MUITOS LUGARES,;O CAFE FOI BOM ,ACOMODACAO SATISFATORIO, LOCALIZACAO OTIMA;A RECEPCIONISTA DISSE QUE NAO VIU MEU PEDIDO EXTRA DE ANDAR ALTO COM VISTA PRA AVENIDA.;7;;;;;;;;
27 de março de 2024;Boa;A localização;Café da manhã;7;;;;;;;;
26 de março de 2024;Muito bom custo-beneficio;O quarto que fiquei na parte mais nova do hotel, em que os quartos são mais modernos. Chave de acesso eletrônica ao invés de chave normal. Muito bom custo-benefício. A localização do hotel é muito boa.;;8;;;;;;;;
25 de março de 2024;Bom;Dos funcionários..atenciosos;Lençol de cama e toalhas;7;;;;;;;;
24 de março de 2024;ambiente agradável, todos os serviços funcionaram, atendimento bem objetivo e sem burocracias.;localização, atendimento;;8;;;;;;;;
23 de março de 2024;Bom;Limpeza.;A nota fiscal de hospedagem não é entregue quando vc faz o checkout e demora muito a mandar, até o momento não recebi.;7;;;;;;;;
22 de março de 2024;Boa estadia;O quarto é confortável e amplo. O hotel tem a estrutura antiga, mas nada que tenha impacto para uma boa estadia. O café da manhã segue o padrão dos hotéis e é bom.;Não recomendo muito para quem tem alergia muito forte. Como o hotel é antigo, é possível sentir a existência de mofo.;8;;;;;;;;
21 de março de 2024;Custo benefício!;Localização.;Aparenta está em reforma, pintura por fazer e móveis precisando de reforma.;7;;;;;;;;
20 de março de 2024;Muito bom;O café gostoso, os recepcionistas da noite dois homens muito atenciosos, educados e prestativos. O ar condicionado pra quem gosta de dormir no frio PERFEITO, gela muito.;Achei os quartos pequenos, e a cama de casal na verdade eram duas camas de solteiro juntas, o que me deixou um pouco triste porque gosto de dormir agarradinha com meu noivo.;;;;;;;;;
O que me deixou também triste foi a recepcionista que me atendeu a tarde;" muito grossa e não tinha gentileza nas palavras.""";8;;;;;;;;;;
19 de março de 2024;Bom;Localização, funcionários, limpeza;Mesas e armários inchados, banheiro sem secador para as mulheres, paredes com pouca acústica, jantar no hall principal de entrada e saída, preço da garagem.;7;;;;;;;;
17 de março de 2024;Satisfatório;Refeições de qualidade !!;Sala de espera !;6;;;;;;;;
17 de março de 2024;Boa localização e café da manhã, mas precisa de uma reforma interna e externa no local.;Localização e café da manhã bem vasto.;As instalações me parecem ser antigas e que não passaram em reforma.;8;;;;;;;;
13 de março de 2024;Muito bom;O quarto muito bem organizado;Excelente recepção;8;;;;;;;;
11 de março de 2024;Muito bom;Tudo ocorreu conforme o prometido no anúncio. Gostei do café da manhã e tudo no quarto funcionou bem!;;8;;;;;;;;
10 de março de 2024;Próximo à praia;Próximo à praia ao lado do MC donalds;Ficamos no 4o andar, chegamos não tinha energia, ficamos das 14h até as 18:00 sem energia, subindo com mala pela escada, quando pedi pra ficar 1 h a mais no checkout disseram que eu só poderia ficar 1h a mais de graça, sendo que fiquei 4h sem energia e sem usar a acomodação, café da manhã regular, cama ruim,‘porém. Vi que tinha outros quartos bons;7;;;;;;;;
9 de março de 2024;Voltarei mais vezes.;Acomodações muito boas, excelente localização!;;8;;;;;;;;
8 de março de 2024;Satisfatório;O local fica próximo ao aeroporto e ao lado existe um McDonald's 24h. Para nós que chegamos de madrugada e não havia muitas opções próximas, foi útil. O café da manhã é ok.;O quarto estava com cheiro de mofo com naftalina. O quarto precisa de uma manutenção/reforma. As luzes do abajur não funcionavam.;6;;;;;;;;
