data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
18 de setembro de 2024;Felicidade!;Atendimento incrível, conforto, café da manhã maravilhoso, eu e minhas amigas com certeza iremos voltar!;;10;;;;;;
18 de setembro de 2024;Excepcional;De tudo da ajuda da colaboradora Natália a guest. Chamei ela para trabalhar comigo ela não quis uma pena.;;10;;;;;;
18 de setembro de 2024;Excepcional;Lugar muito bem localizado e quartos grandes è silenciosos;;10;;;;;;
17 de setembro de 2024;Aceitável;Limpeza horrível.;Limpeza, recepção e serviço de quarto.;5;;;;;;
17 de setembro de 2024;Satisfatório;Gostaria de parabenizar os atendimentos dos funcionários esterfany, Ewerton, Alex e pricyla, nos fez sentir muito acolhido e recepcionados.;Cama completamente desconfortável e velha. Luzes do banheiro e a luz principal não funcionam;6;;;;;;
17 de setembro de 2024;Excepcional;Atendentes Priscila e Alex;;10;;;;;;
17 de setembro de 2024;Perfeito;De tudo em geral, atendimento, cordialidade de todos , café da manhã top e várias disponibilidade disponível,;Nada a reclamar;10;;;;;;
16 de setembro de 2024;Excepcional;Localização, acomodações ótimas, bom café da manhã.;Pressão da água no 10 andar;10;;;;;;
16 de setembro de 2024;O gerente não tem postura de liderança, incapaz de garantir a satisfação minima de clientes, desinteressado no bem estar;Péssima experiencia. Passamos por uma experiencia e o suporte do hotel foi a altura gerente. Suporte fraco, gerente fraco.;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
O hotel não oferece vagas suficientes para todos os hóspedes. Chegamos na sexta à noite e fomos orientados a estacionar na rua; já que não havia mais vagas no estacionamento do hotel. Ao voltar; vimos uma fila de carros estacionados no lado esquerdo da rua; sem sinalização visível de que era uma área de táxi. Simplesmente seguimos o fluxo dos veículos; estacionamos por ultimo nessa fila; já que não havia táxis nem placas visíveis; e o funcionário nos indicou que poderíamos estacionar por toda rua; sem nenhuma orientação adicional.;;;
;;;;;;;;;;
No dia seguinte; encontramos nosso carro guinchado. Quando questionei o hotel se isso ja havia acontecido antes; o gerente afirmou que isso já havia acontecido antes; ou seja; eles sabem que é um problema recorrente; mas não tomam nenhuma medida para orientar adequadamente os hóspedes. A falta de cuidado e de atenção é impressionante. Mesmo após eu relatar a situação; e dizer que pelo menos poderiam chamar os hospedes quando chegassem;" a única resposta que recebi foi: """"Você deixou informação aqui? Como vamos saber qual carro é de quem?"""". Inacreditável!";;;
Não sou eu quem preciso ter cuidado e implantar protocolo de um minimo de cuidado com hóspede; quando chegar na recepcao perguntar se estavamos de carro; anotar placa e o quarto de referencia.;;;;;;;;
;;;;;;;;;;
Iriamos retornar nesse dia; nao foi possivel; precisamos alugar carro; nos mudar de hotel; perder trabalho; e não foi apenas comigo; teve uma familia que ouviu a mesma orientação e também teve seu veiculo guinchado; hoje (16.09.24) nos encontramos no Detran; e eles relataram que tambem alugaram carro; decidiram não ficar no hotel; simplesmente estavam em seu ultimo dia de passeio e perderam resolvendo toda burocracia.
;;;;;;;;;;
"O mínimo que o hotel deveria fazer é se preocupar com todos os hóspedes e dar instruções claras para evitar situações como essa.""";;1;;;;;;;;
16 de setembro de 2024;Satisfatório;Deixaram impecável o quarto para nós.;Ficamos no décimo andar então as janelas faziam muito barulho com o vento e a chuva, não dormimos nada.;6;;;;;;
16 de setembro de 2024;Excepcional;Gostei da cordialidade dos funcionários, tudo muito limpo e muitas opções de comércio próximo ao hotel.;Não gostei do preço da água no hotel rs muito caro recomendo que comprem no mercado mais próximo!;10;;;;;;
15 de setembro de 2024;Excepcional;Localização e atendimento dos funcionários;;10;;;;;;
13 de setembro de 2024;Satisfatório;Funcionários;;6;;;;;;
12 de setembro de 2024;Excepcional;Quarto grande,cama boa,café excepcional,atendimento excelente,localização perfeita,amei de paixão com certeza voltarei .;;10;;;;;;
11 de setembro de 2024;Excepcional;Muito bom;Café da manhã maravilhoso.;10;;;;;;
10 de setembro de 2024;Boa;Tudo;;10;;;;;;
10 de setembro de 2024;Me sentir muito bem ,;Quartos limpos, funcionários muito atenciosos;Tudo ótimo;10;;;;;;
10 de setembro de 2024;Ótima;Atendimento dos funcionários, especialmente da Priscila;Nada;10;;;;;;
9 de setembro de 2024;decepção;nada;não tem vagas disponíveis, peguei dois quartos e nak tinha vaga pra um quarto.;;;;;;;
Limpeza horrível embaixo do primeiro lençol tava cheio de cabelo de outro hospedi.;;;;;;;;;;
péssimo hotel;" funcionário mal educados""";1;;;;;;;;
9 de setembro de 2024;Excepcional;Os funcionários atende muito bem excelente, Natália muito atenciosa e prestativa merece nota 10 ela principalmente, e tds do hotel da ;;;;;;;;
recepção da cozinha e limpeza tão de parabéns; foi minha segunda vez lá me sinto em casa;" não tenho dana a reclamar recomendo pra quem quiser ir sem dúvida""";;10;;;;;;
9 de setembro de 2024;Excepcional;Hotel muito bom com funcionários muito prestativos .;;;;;;;;
Mesmo parecendo um hotel antigo;" o cuidado com a limpeza o deixou muito confortável""";Só achei que poderiam melhorar a iluminação do quarto;10;;;;;;;
9 de setembro de 2024;Satisfatório;Custo benefício;Estrutura antiga e pouco cuidada;6;;;;;;
8 de setembro de 2024;Excepcional;Localização e café da manhã muito completo!!;;10;;;;;;
8 de setembro de 2024;Excepcional;O atendimento dos funcionários foi excelente, o café da manhã também estava agradável, o hotel é confortável e bem localizado.;Só faltou ter estacionamento, infelizmente o carro teve que ficar na rua.;10;;;;;;
7 de setembro de 2024;Com exceção da falta de água no chuveiro, a estadia foi bastante agradável.;Apartamento confortável, café da manhã muito bom, localização boa e equipe de atendimento excelente.;Na verdade ficamos apenas por uma diária e a única coisa que me incomodou extremamente foi a falta de água no banheiro, imperdoável.;6;;;;;;
6 de setembro de 2024;Hospedagem maravilhosa, café da manhã muito bom, com tapioca feita na hora e atendimento de todos os setores nota 10;Quarto amplo, cama confortável, com tv e ar em bons lugares;Elevadores demorados;10;;;;;;
5 de setembro de 2024;Excepcional;atendimento guest via WhatsApp ;;;;;;;;
funcionário da recepção; Natália;" Estefany e Ewerton""";;10;;;;;;
5 de setembro de 2024;Excepcional;Recepção, o atendimento e cuidado com cada detalhe da colaboradora Natália. Excelente profissional;Não tem nada , tudo certo.;10;;;;;;
4 de setembro de 2024;Excepcional;Atendimento;Atendimento e café da manhã;10;;;;;;
4 de setembro de 2024;Excepcional;Atendimento Natália e Priscila ;;;;;;;;
Muito atenciosas;" educadas""";A água do banheiro é chuveiro para do nada;10;;;;;;;
3 de setembro de 2024;Excepcional;Acomodações e a localização. Atendimento dez.;Espelho no quarto. Reparo na porta de entrada.;10;;;;;;
2 de setembro de 2024;Ótimo;Acomodação super aconchegante, café da manhã excelente e os funcionários super prestativos;;10;;;;;;
1º de setembro de 2024;Tranquila;Gostei bastante do atendimento. Desde a recepção até as camareiras.;;10;;;;;;
1º de setembro de 2024;Excelente;Localização muito boa, e confortável;;10;;;;;;
1º de setembro de 2024;Excepcional;Drailton e Natália foram muito atenciosos com tudo, muito obrigado, voltaremos outras vezes.;O estacionamento não tinha vaga, fora isso foi ótimo.;10;;;;;;
29 de agosto de 2024;Excepcional;Localização Boa, Comida Boa e funcionários nota 10!;;10;;;;;;
27 de agosto de 2024;Bom custo benefício;Localização perto da praia;Limpeza e estado de conservação;5;;;;;;
25 de agosto de 2024;Boa localização. Todo o resto, deixa a desejar;Localização;Camas desconfortáveis, colchão com sensação de “buraco” no meio, travesseiros amarelos, corredor escuro e com cheiro de mofo, toalhas manchadas.;6;;;;;;
25 de agosto de 2024;Aceitável;Localização e paciência dos funcionários;Chaves eletrônicas que não funcionam direito, tive que por várias vezes ir na recepção pra reconfigurar a chave eletrônica da porta de entrada do quarto. Vi várias pessoas com mesmo problema.;5;;;;;;
22 de agosto de 2024;A pior possível;A localização é boa ;;;;;;;;
"O ar condicionado do quarto é bom!""";Bom até hoje esse hotel foi o pior em minha vida , reservei pelas avaliações,ele está com avaliação acima de 7. Início de tudo … cheguei para check in na reserva diz que tem estacionamento privativo,já me deparei que não tinha vaga no estacionamento que seria pago diária , o rapaz me deu um cupom de desconto para que eu fosse deixar meu carro no estacionamento pago do hotel bugan que é bem próximo.Ora se fosse pra eu estacionar no bugan melhor eu ter ido logo me hospedar lá !;;;;;;;;;
Vi comentários antes de reservar que o café da manhã era o melhor e tal e foi um dos critérios que peguei a escolher foi café da manhã e estacionamento pro carro não ficar na rua !;;;;;;;;;;
Enfim o café é razoável ; não é como em alguns comentários.Tinha café com leite ; melão; melancia ;mamão e abacaxi.cuscuz e ovo é uns croissant .( normal ) fiquei no quarto 510 os corredores pintado de cal( calcário c água ); nos quartos tudo muito antigo ; tipo dar pra dormir mais não é algo confortável e aconchegante ;;;;
As toalhas de banho mesmo limpas tem um mal cheiro!;;;;;;;;;;
A porta do quarto para fechar dar trabalho ;;;;;;;;;;
"Enfim minha pior hospedagem até a data de hoje 22/08/24""";1;;;;;;;;;
22 de agosto de 2024;Sinto-me enganada;Perdi o voo, por isso me instalei lá. Paguei antecipado, duas diárias, para aguardar a confirmação da TAM qt a remarcação. Porém , no mesmo dia a TAM informou sobre meu voo no dia seguinte. Liguei para recepção e avisei que não precisaria d e duas diárias, que sairia no outro dia às 10:30 h, o atendente da recepção disse que eu tinha duas opções: ou deixava como saldo ou pedia a devolução. Claro que pedi a devolução. No dia seguinte certa que estava tudo resolvido. A pessoa disse que não iriam devolver, que eu deveria buscar meus direitos. Não gostei dessa atitude. Fora que estavam em obra e fazia um barulho terrível dentro do quarto até as 18:30 da noite , fiquei com muita dor de cabeça. Nunca mais quero me hospedar neste lugar, senti-me enganada;Perdi o voo, por isso me instalei lá. Paguei antecipado, duas diárias, para aguardar a confirmação da TAM qt a remarcação. Porém , no mesmo dia a TAM informou sobre meu voo no dia seguinte. Liguei para recepção e avisei que não precisaria d e duas diárias, que sairia no outro dia às 10:30 h, o atendente da recepção disse que eu tinha duas opções: ou deixava como saldo ou pedia a devolução. Claro que pedi a devolução. No dia seguinte certa que estava tudo resolvido. A pessoa disse que não iriam devolver, que eu deveria buscar meus direitos. Não gostei dessa atitude. Fora que estavam em obra e fazia um barulho terrível dentro do quarto até as 18:30 da noite , fiquei com muita dor de cabeça. Nunca mais quero me hospedar neste lugar, senti-me enganada;1;;;;;;
22 de agosto de 2024;Satisfatório;Gostei da localização, perto de tudo;Quando chegamos informaram que o estacionamento do hotel estava lotado, tivemos que deixar o carro em um hotel que disseram ser bem perto mas não era tão perto assim, e voltar a pé para o hotel, a noite, no esquisito e sem conhecer as ruas direito. Isso com certeza atrapalhou bastante nossa estadia;6;;;;;;
20 de agosto de 2024;Excelente;Acomodações, café da manhã e atendimento dos funcionários.;Cardápio de refeições do restaurante muito limitado, poucas opções. Não há possibilidade de pedir só a porção de proteína (montar um prato a gosto).;10;;;;;;
18 de agosto de 2024;excelente;como sempre tudo, o quarto arejado, defronte ao mar e café excelente;a falta de vagas no estacionamento tendo que estacionar nas imediações.;10;;;;;;
16 de agosto de 2024;Sujo;Nada;Tudo;1;;;;;;
16 de agosto de 2024;Aceitável;Atendimento;Das instalações e do apartamento velho e janelas batendo, pela ação do vento.;5;;;;;;
14 de agosto de 2024;Excepcional;Gostei de tudo atendimento instalações;;10;;;;;;
13 de agosto de 2024;O melhor atendimento em recife, com um ótimo café da manhã;O café da manhã é bem variado e os funcionários são atenciosos.;.;10;;;;;;
13 de agosto de 2024;Tudo bem;Foi excelente muito bom! Td equipe sem exceção;;10;;;;;;
13 de agosto de 2024;Excepcional;Gostei de tudo, Hotel muito bom, perto praticamente de tudo.;Não teve nada que eu não gostasse;10;;;;;;
13 de agosto de 2024;Gostei muito do hotel;Cama confortável, toalhas de boa qualidade. Os funcionários todos muito educados;Do chuveiro;10;;;;;;
12 de agosto de 2024;Excepcional;Gostei de tudo, perto da Praia, Super mercado, Lotéricas, Bancos, perto da tudo.;Não teve nada que eu não gostace.;10;;;;;;
12 de agosto de 2024;Adorei o espaço.;Muito boa;Bom;10;;;;;;
10 de agosto de 2024;Satisfatório;O atendimento foi fantástico;Cama ruim,toalhas velhas;6;;;;;;
8 de agosto de 2024;Foi incrível.;Colaboradores solicitos, não deixam a desejar.;Estava acontecendo uma reforma, mas nada que atrapalhou a estadia .;10;;;;;;
7 de agosto de 2024;Excelente.;Quero aqui agradecer a receptividade da funcionária Natália que recebeu a mim e minha familia com tanto amor, carinho e preparou uma surpresa de aniversário a minha filha.Mostrou sempre disponível em me ajudar sempre perguntava se estava precisando de alguma coisa .;;;;;;;;
"Meu mais sincero agradecimento pela sua atenção. Ela foi além do que eu poderia esperar continue sempre assim .""";Atenção e carinho da funcionária Natália.;10;;;;;;;;
5 de agosto de 2024;Maravilhoso;Camas confortáveis, excelente chuveiro.;Nada kkkkkk tudo perfeito;10;;;;;;
5 de agosto de 2024;Presisando melhorar;Atendimento;Quarto com janelas batendo, fazendo ruído com o vento;6;;;;;;
4 de agosto de 2024;tudo dentro das expectativas;Atendimento muito bom;Espaço da Garagem;10;;;;;;
4 de agosto de 2024;Excepcional;Atendimento da recepção;Td tranquilo;10;;;;;;
3 de agosto de 2024;Otima;Localização excelente.;Tudo perfeito;10;;;;;;
2 de agosto de 2024;Excepcional;Tudo;;10;;;;;;
2 de agosto de 2024;Avaliação impecável do hotel.;O atendimento excepcional, minha filha que é deficiente foi atendida muito bem, pois teve todo direito que um portador de deficiência tem, funcionários maravilhosos e, por isso, avalio nota 10 para tudo no hotel.;Nada.;10;;;;;;
